#OTU ID	SRR14065308_pass	SRR14065340_pass	SRR14065341_pass	SRR14065392_pass	SRR14065395_pass	SRR14065400_pass	SRR14065406_pass	SRR14065408_pass	SRR14065413_pass	SRR14065418_pass	SRR14065429_pass	SRR14065444_pass	SRR14065495_pass	SRR14065520_pass	SRR14065527_pass	SRR14065559_pass	SRR14065561_pass	SRR14065565_pass	SRR14065566_pass	SRR14065606_pass	SRR14065629_pass	SRR14065676_pass	SRR14065680_pass	SRR14065689_pass	SRR14065714_pass	SRR14065724_pass	SRR14065760_pass	SRR14065764_pass	SRR14065780_pass	SRR14065800_pass	SRR14065801_pass	SRR14065802_pass	SRR14065805_pass	SRR14065812_pass	SRR14065820_pass	SRR14065848_pass	SRR14065866_pass	SRR14065871_pass	SRR14065884_pass	SRR14065898_pass	SRR14065911_pass	SRR14065914_pass
0071ef14fbfad85046d411896a863c01	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	2	2	0	0	0	0
03180130325e3a2120a8effe3365c2b1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0491d60f93cf793d9de07ae6ae7764a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0
078f29da0ba066ab75728f10dc1b44ae	254	24	0	0	186	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1347	0	0	9	3	0	69
09e757a82b16f3a776ee7160be2e6f7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0db132019fc2e14c6158ea3dc56ef761	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
0e93d24a367e66b5ae764a069374abbf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0fc0d02136637ce93e4180f112f56955	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	45	0	2
10a2fa2b4a929051283ce9462a81f446	4	4	3	0	0	0	1	0	0	4	5	0	0	0	1	0	0	0	0	0	0	17	5	0	0	2	20	0	0	0	0	0	0	1	0	110	0	2	171	19	4	15
1231f49abb19bbcbbad767795a2709db	3	1	1	1	0	0	0	16	0	0	7	0	3	6	0	1	6	0	1	1	7	0	39	0	0	1	2	10	0	1	5	0	3	5	3	3	8	4	3	0	0	0
17e994face6cbb8df85e9620f2422117	0	0	0	1	0	0	3	0	0	1	0	1	21	9	3	0	20	0	5	0	3	51	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0
29d229105ffad984efb45ec0e6b3a667	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0
2ec25b950f335aa8bb5cb9e728fbdd5a	1	0	0	0	0	17	0	0	0	0	0	0	0	0	1	1	0	2	0	0	6	0	0	0	0	3	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0
2f17f10bd2323a22b5785a85331534ac	0	0	56	0	0	0	0	0	0	0	0	1	0	47	16	1	8	0	0	0	0	1	16	0	0	10	0	0	0	0	20	0	1	19	0	0	37	0	0	0	0	0
30a5d9ff99fe1c60ac9aa0f4be195b4a	2	4	0	0	1	0	0	0	0	2	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0
3bf30ec8de1124e0e20787d09bd36b80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e7a4a63de3a33ab7a363f1175abcaa8	0	0	6	0	0	0	3	0	11	2	0	2	5	5	1	0	2	0	0	0	0	16	5	221	64	1	0	0	0	1	0	3	0	3	0	0	2	0	80	123	83	108
4251942c1ce6355efed7952509014caa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c546e24f53b4fe7d85ed3ca3cb6f32f	253	0	57	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
4cf8ca2c88d96a3c75bff0a7b1d71593	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d5a89e740c535fe4f5b1bd24add3e37	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	1	0	0	0	0	0	0	126	0	0	0	0	0	0
505045760698ead319d4ff535faefeab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
56124d34d1d7a0d0e63dda8e4e52f730	0	0	3	2	0	1	1	0	0	2	0	3	0	0	6	3	5	0	1	2	1	0	0	0	0	0	0	0	0	3	2	0	0	1	7	0	1	2	0	0	0	0
5935244a7a7c88ffe7c005ba2889af25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59401186c04d6686d6c1899f9ba53242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5a73dbe432da3a0d59f77a9d174ce196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0
5d3d4b26d52971e81a33fa01fd550ee9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62fd390fb436a4b3081d8b303233c20a	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	4	0
691f56ec60d3758cd26bf5da7df43c3d	1	0	0	0	61	0	0	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692468544b4da2dcf57e2382eab28819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
6aea863376d4eaef3fa32f1cc8944705	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d716c5427c69a07a9e6b0a3065e7205	0	145	24	3	916	0	0	2	0	0	0	2	0	0	3	0	0	0	14	0	6	0	3	115	0	4	503	0	111	0	0	6	2	14	0	0	3	0	891	0	0	0
6dafe83c944f190dddb5195f06963db6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7543a57c2d7e7c715944840e717cecd5	17	129	0	0	0	0	0	0	14	0	11	0	12	0	2	0	0	0	1	0	0	0	0	7	10	0	0	0	17	0	1	3	0	0	0	0	0	0	9	116	21	0
7962d243b44c8c8141ad766b94c8f362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0
7a20a1a88d1904930e1f87b93a49e237	0	8	0	0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	50	30	0
7f2f9053d672e619ea40a73527cc4546	70	1	58	34	0	0	16	0	71	19	175	83	201	285	316	87	37	0	75	60	67	0	27	1	55	105	0	0	0	0	136	73	0	74	0	0	79	21	0	0	958	0
81fd1c36367ad9863116257767319634	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82890eb6bd51a7fbf8070fce11302922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
836d435483c9812b120c2dbbacdf75c1	0	0	32	1	0	8	14	12	0	1	0	23	29	0	12	7	0	3	30	0	15	0	3	0	0	22	0	0	0	7	0	44	18	4	70	0	29	17	0	0	0	0
8a5895514823e44b632c1861c352fb47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1
91ccf38e4cb9444ef2c4b7023a8ed6f8	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
91f2746472a331580e4b014eda21acd8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	6	0	0	1
92b4a0f2f321b4b0bef7412afb426cc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
9877682e82910f862b9f6a00a8451737	0	0	0	0	0	0	2	0	3	0	0	0	4	0	0	0	0	0	0	0	0	20	0	0	0	0	0	663	0	0	0	2	0	0	0	0	0	0	22	0	8	0
9a9a12e8fba56be7a2fa43e9e7d47f4c	5	12	0	0	0	0	2	0	5	0	0	1	5	0	1	0	0	0	0	0	0	352	0	0	0	0	0	49	5	0	0	0	1	0	0	0	0	0	248	102	3	1044
9f819ed41ca3656d4bc9c2fc9e5d1c4f	1	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	1	0	0	1	1	0	0	0	0	3
a07b1387c945270bd71ea741affa7579	1	3	0	0	1	0	0	0	0	0	0	0	141	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
a26edef6955445763c08030b12b8ec36	0	0	156	2	0	48	17	29	0	30	0	12	62	125	41	35	9	24	58	6	3	0	16	0	0	20	0	0	0	10	39	23	47	76	36	0	41	7	0	0	0	0
aec77093256cc7dc8ac3069c9bb48eda	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
af4df3b4a4f59bfcdcd5dd2f46c06f98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
b211e10e733ffcc8dd8758809cdc3bf2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0
b83e35b822dc1182fd8302daa1758954	0	0	0	3	0	0	0	5	0	0	0	9	0	0	5	0	1	7	6	0	2	0	0	0	3	4	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0
ba1d2b0e7bfb861cbc2a446488327ce1	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bf21f9f9482e4d449825423d7faa4843	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c16b499cfca110f6e06a7c4823ab5194	0	0	0	32	0	10	0	0	0	16	2	0	0	0	0	14	0	0	30	0	50	0	0	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0
c635dd09aed47658e8647d297faa1d9b	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	2	0	0	0	0	0	0	0
cb9226cb1f07efde25b5b1e1a1a8511d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2a20c9fa0fe6548d9cc6d52b29dcaf1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	48	31	0
e27624808bfee9cfc95d975957c68034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
e40c5455bc21394879b947fa9ccca57d	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e5c56b4fbf301b4dddc7eb82baa6c264	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8623de59f6226e4df9b6f5138131440	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	13	2	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0
edbad93ab90ed18d22178acaf98e6a3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
edbc42c9e349fec50b74dbac924267ee	1	0	20	3	0	0	1	0	2	0	0	0	0	0	12	5	0	1	11	0	3	0	1	0	0	5	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0
eddbbb0bb989cbb70f1cd88c6ed3ccb8	0	308	0	11	0	53	6	5	19	22	0	0	0	64	1	15	14	1	0	0	16	0	0	1	0	0	0	0	0	13	22	1	3	29	101	0	0	4	0	0	2	0
fa69e919104591378c2b931bbe1d94cd	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	1	0	0	0	0
